# Time-correlated data for fix ave_stress
# Timestep Number-of-time-windows
# Index TimeDelta Ncount v_pxy*v_pxy
0 100
16 150 5986 2.81127e-05
17 160 5985 2.37309e-05
18 170 5984 1.67284e-05
19 180 5983 9.80718e-06
20 190 5982 4.84835e-06
21 200 5981 2.60519e-06
22 210 5980 2.83881e-06
23 220 5979 4.60802e-06
24 230 5978 6.68797e-06
25 240 5977 8.05618e-06
26 250 5976 8.2024e-06
27 260 5975 7.1021e-06
28 270 5974 4.96243e-06
29 280 5973 2.02838e-06
30 290 5972 -1.37998e-06
31 300 5971 -4.7166e-06
32 310 5970 -7.20943e-06
33 320 5969 -8.13102e-06
34 330 5968 -7.16473e-06
35 340 5967 -4.59043e-06
36 350 5966 -1.16706e-06
37 360 5965 2.21202e-06
38 370 5964 4.86794e-06
39 380 5963 6.50052e-06
40 390 5962 7.14213e-06
41 400 5961 6.98277e-06
42 410 5960 6.19822e-06
43 420 5959 4.89954e-06
44 430 5958 3.19596e-06
45 440 5957 1.27034e-06
46 450 5956 -5.86309e-07
47 460 5955 -2.00462e-06
48 470 5954 -2.65469e-06
49 480 5953 -2.38419e-06
50 490 5952 -1.28221e-06
51 500 5951 3.60661e-07
52 510 5950 2.16224e-06
53 520 5949 3.75771e-06
54 530 5948 4.87367e-06
55 540 5947 5.34715e-06
56 550 5946 5.10899e-06
57 560 5945 4.18001e-06
58 570 5944 2.69206e-06
59 580 5943 8.96639e-07
60 590 5942 -8.67149e-07
61 600 5941 -2.23472e-06
62 610 5940 -2.89458e-06
63 620 5939 -2.68128e-06
64 630 5938 -1.64306e-06
65 640 5937 -3.36182e-08
66 650 5936 1.77881e-06
67 660 5935 3.42185e-06
68 670 5934 4.5896e-06
69 680 5933 5.06401e-06
70 690 5932 4.72191e-06
71 700 5931 3.56854e-06
72 710 5930 1.79127e-06
73 720 5929 -2.39277e-07
74 730 5928 -2.07031e-06
75 740 5927 -3.30239e-06
76 750 5926 -3.68135e-06
77 760 5925 -3.13467e-06
78 770 5924 -1.77685e-06
79 780 5923 1.24376e-07
80 790 5922 2.20396e-06
81 800 5921 4.06429e-06
82 810 5920 5.3601e-06
83 820 5919 5.89417e-06
84 830 5918 5.67868e-06
85 840 5917 4.89298e-06
86 850 5916 3.76008e-06
87 860 5915 2.45904e-06
88 870 5914 1.13718e-06
89 880 5913 -4.91741e-08
90 890 5912 -9.49834e-07
91 900 5911 -1.47072e-06
92 910 5910 -1.60087e-06
93 920 5909 -1.4064e-06
94 930 5908 -9.9573e-07
95 940 5907 -4.66151e-07
96 950 5906 1.3943e-07
97 960 5905 8.44667e-07
98 970 5904 1.69203e-06
99 980 5903 2.6628e-06
100 990 5902 3.64105e-06
61000 100
1 0 6101 9.08937e-05
2 10 6100 8.30308e-05
3 20 6099 6.18747e-05
4 30 6098 3.32109e-05
5 40 6097 3.4363e-06
6 50 6096 -2.22566e-05
7 60 6095 -4.04577e-05
8 70 6094 -4.95107e-05
9 80 6093 -4.92992e-05
10 90 6092 -4.09966e-05
11 100 6091 -2.68119e-05
12 110 6090 -9.69696e-06
13 120 6089 7.03226e-06
14 130 6088 2.02239e-05
15 140 6087 2.76042e-05
16 150 6086 2.85081e-05
17 160 6085 2.41638e-05
18 170 6084 1.71186e-05
19 180 6083 1.00716e-05
20 190 6082 4.92306e-06
21 200 6081 2.46202e-06
22 210 6080 2.49027e-06
23 220 6079 4.11425e-06
24 230 6078 6.15422e-06
25 240 6077 7.60331e-06
26 250 6076 7.9257e-06
27 260 6075 7.0405e-06
28 270 6074 5.09743e-06
29 280 6073 2.30687e-06
30 290 6072 -1.02599e-06
31 300 6071 -4.36361e-06
32 310 6070 -6.93956e-06
33 320 6069 -8.01421e-06
34 330 6068 -7.23194e-06
35 340 6067 -4.81685e-06
36 350 6066 -1.47708e-06
37 360 6065 1.91634e-06
38 370 6064 4.67407e-06
39 380 6063 6.46235e-06
40 390 6062 7.27225e-06
41 400 6061 7.25028e-06
42 410 6060 6.53655e-06
43 420 6059 5.22901e-06
44 430 6058 3.44122e-06
45 440 6057 1.36757e-06
46 450 6056 -6.8255e-07
47 460 6055 -2.31205e-06
48 470 6054 -3.14993e-06
49 480 6053 -3.00039e-06
50 490 6052 -1.92426e-06
51 500 6051 -2.04967e-07
52 510 6050 1.76382e-06
53 520 6049 3.59153e-06
54 530 6048 4.96278e-06
55 540 6047 5.66445e-06
56 550 6046 5.58532e-06
57 560 6045 4.72832e-06
58 570 6044 3.23181e-06
59 580 6043 1.36248e-06
60 590 6042 -5.28232e-07
61 600 6041 -2.0668e-06
62 610 6040 -2.92737e-06
63 620 6039 -2.91453e-06
64 630 6038 -2.03645e-06
65 640 6037 -5.13072e-07
66 650 6036 1.29868e-06
67 660 6035 3.0133e-06
68 670 6034 4.30149e-06
69 680 6033 4.92708e-06
70 690 6032 4.7578e-06
71 700 6031 3.79052e-06
72 710 6030 2.18971e-06
73 720 6029 2.88134e-07
74 730 6028 -1.49103e-06
75 740 6027 -2.7562e-06
76 750 6026 -3.24556e-06
77 760 6025 -2.87364e-06
78 770 6024 -1.73405e-06
79 780 6023 -6.32207e-08
80 790 6022 1.81423e-06
81 800 6021 3.54039e-06
82 810 6020 4.795e-06
83 820 6019 5.3918e-06
84 830 6018 5.33894e-06
85 840 6017 4.78866e-06
86 850 6016 3.91514e-06
87 860 6015 2.84453e-06
88 870 6014 1.68702e-06
89 880 6013 5.85584e-07
90 890 6012 -3.07178e-07
91 900 6011 -8.94231e-07
92 910 6010 -1.16255e-06
93 920 6009 -1.16489e-06
94 930 6008 -9.79522e-07
95 940 6007 -6.65079e-07
96 950 6006 -2.28013e-07
97 960 6005 3.81695e-07
98 970 6004 1.21771e-06
99 980 6003 2.25043e-06
100 990 6002 3.33266e-06
62000 100
1 0 6201 9.16222e-05
2 10 6200 8.37195e-05
3 20 6199 6.24438e-05
4 30 6198 3.35971e-05
5 40 6197 3.60344e-06
6 50 6196 -2.2305e-05
7 60 6195 -4.06722e-05
8 70 6194 -4.98026e-05
9 80 6193 -4.95595e-05
10 90 6192 -4.11246e-05
11 100 6191 -2.67452e-05
12 110 6190 -9.42775e-06
13 120 6189 7.4651e-06
14 130 6188 2.07581e-05
15 140 6187 2.8166e-05
16 150 6186 2.901e-05
17 160 6185 2.45082e-05
18 170 6184 1.72196e-05
19 180 6183 9.88868e-06
20 190 6182 4.4811e-06
21 200 6181 1.84533e-06
22 210 6180 1.82053e-06
23 220 6179 3.52846e-06
24 230 6178 5.78331e-06
25 240 6177 7.54709e-06
26 250 6176 8.22725e-06
27 260 6175 7.67196e-06
28 270 6174 5.96526e-06
29 280 6173 3.27577e-06
30 290 6172 -9.70872e-08
31 300 6171 -3.59473e-06
32 310 6170 -6.41978e-06
33 320 6169 -7.79539e-06
34 330 6168 -7.31834e-06
35 340 6167 -5.1573e-06
36 350 6166 -1.97172e-06
37 360 6165 1.39065e-06
38 370 6164 4.22976e-06
39 380 6163 6.1744e-06
40 390 6162 7.16582e-06
41 400 6161 7.30673e-06
42 410 6160 6.70944e-06
43 420 6159 5.45794e-06
44 430 6158 3.66517e-06
45 440 6157 1.54121e-06
46 450 6156 -5.77237e-07
47 460 6155 -2.2674e-06
48 470 6154 -3.1472e-06
49 480 6153 -3.0232e-06
50 490 6152 -1.9612e-06
51 500 6151 -2.45652e-07
52 510 6150 1.73093e-06
53 520 6149 3.57649e-06
54 530 6148 4.97042e-06
55 540 6147 5.69338e-06
56 550 6146 5.6297e-06
57 560 6145 4.77874e-06
58 570 6144 3.27745e-06
59 580 6143 1.39452e-06
60 590 6142 -5.12164e-07
61 600 6141 -2.05842e-06
62 610 6140 -2.90809e-06
63 620 6139 -2.86333e-06
64 630 6138 -1.94048e-06
65 640 6137 -3.74908e-07
66 650 6136 1.46217e-06
67 660 6135 3.18e-06
68 670 6134 4.45428e-06
69 680 6133 5.05981e-06
70 690 6132 4.87269e-06
71 700 6131 3.88986e-06
72 710 6130 2.27395e-06
73 720 6129 3.62047e-07
74 730 6128 -1.4145e-06
75 740 6127 -2.66247e-06
76 750 6126 -3.13103e-06
77 760 6125 -2.75313e-06
78 770 6124 -1.63899e-06
79 780 6123 -3.11377e-08
80 790 6122 1.75363e-06
81 800 6121 3.37194e-06
82 810 6120 4.51733e-06
83 820 6119 5.01893e-06
84 830 6118 4.90419e-06
85 840 6117 4.34273e-06
86 850 6116 3.51853e-06
87 860 6115 2.55824e-06
88 870 6114 1.56251e-06
89 880 6113 6.58167e-07
90 890 6112 -2.11207e-08
91 900 6111 -4.03154e-07
92 910 6110 -5.11174e-07
93 920 6109 -4.37694e-07
94 930 6108 -2.81736e-07
95 940 6107 -9.28644e-08
96 950 6106 1.46731e-07
97 960 6105 5.09411e-07
98 970 6104 1.06845e-06
99 980 6103 1.82394e-06
100 990 6102 2.67691e-06
63000 100
1 0 6301 9.17945e-05
2 10 6300 8.38917e-05
3 20 6299 6.26206e-05
4 30 6298 3.37788e-05
5 40 6297 3.77767e-06
6 50 6296 -2.217e-05
7 60 6295 -4.06259e-05
8 70 6294 -4.98981e-05
9 80 6293 -4.98334e-05
10 90 6292 -4.1586e-05
11 100 6291 -2.73737e-05
12 110 6290 -1.01722e-05
13 120 6289 6.6868e-06
14 130 6288 2.00467e-05
15 140 6287 2.76194e-05
16 150 6286 2.87046e-05
17 160 6285 2.44901e-05
18 170 6284 1.75058e-05
19 180 6283 1.04684e-05
20 190 6282 5.3101e-06
21 200 6281 2.84123e-06
22 210 6280 2.8707e-06
23 220 6279 4.50895e-06
24 230 6278 6.5792e-06
25 240 6277 8.06641e-06
26 250 6276 8.41015e-06
27 260 6275 7.49625e-06
28 270 6274 5.44961e-06
29 280 6273 2.47631e-06
30 290 6272 -1.09844e-06
31 300 6271 -4.6998e-06
32 310 6270 -7.51703e-06
33 320 6269 -8.76273e-06
34 330 6268 -8.03577e-06
35 340 6267 -5.52954e-06
36 350 6266 -1.94975e-06
37 360 6265 1.7986e-06
38 370 6264 4.96142e-06
39 380 6263 7.12692e-06
40 390 6262 8.21417e-06
41 400 6261 8.32225e-06
42 410 6260 7.57711e-06
43 420 6259 6.09004e-06
44 430 6258 4.00985e-06
45 440 6257 1.58597e-06
46 450 6256 -8.06669e-07
47 460 6255 -2.71395e-06
48 470 6254 -3.73425e-06
49 480 6253 -3.66649e-06
50 490 6252 -2.57777e-06
51 500 6251 -7.63239e-07
52 510 6250 1.36206e-06
53 520 6249 3.37279e-06
54 530 6248 4.91224e-06
55 540 6247 5.73627e-06
56 550 6246 5.72708e-06
57 560 6245 4.90056e-06
58 570 6244 3.4115e-06
59 580 6243 1.53909e-06
60 590 6242 -3.52421e-07
61 600 6241 -1.87512e-06
62 610 6240 -2.69313e-06
63 620 6239 -2.61153e-06
64 630 6238 -1.64977e-06
65 640 6237 -4.45841e-08
66 650 6236 1.82955e-06
67 660 6235 3.56706e-06
68 670 6234 4.81571e-06
69 680 6233 5.32356e-06
70 690 6232 4.95985e-06
71 700 6231 3.74283e-06
72 710 6230 1.87686e-06
73 720 6229 -2.55023e-07
74 730 6228 -2.18384e-06
75 740 6227 -3.49043e-06
76 750 6226 -3.9108e-06
77 760 6225 -3.37931e-06
78 770 6224 -2.02032e-06
79 780 6223 -9.99226e-08
80 790 6222 2.02978e-06
81 800 6221 3.97588e-06
82 810 6220 5.37323e-06
83 820 6219 5.99754e-06
84 830 6218 5.85144e-06
85 840 6217 5.12407e-06
86 850 6216 4.0529e-06
87 860 6215 2.82669e-06
88 870 6214 1.59648e-06
89 880 6213 5.18173e-07
90 890 6212 -2.64712e-07
91 900 6211 -6.82146e-07
92 910 6210 -7.69068e-07
93 920 6209 -6.40588e-07
94 930 6208 -4.24458e-07
95 940 6207 -1.96146e-07
96 950 6206 4.54502e-08
97 960 6205 3.68167e-07
98 970 6204 8.57115e-07
99 980 6203 1.54311e-06
100 990 6202 2.36404e-06
64000 100
1 0 6401 9.14345e-05
2 10 6400 8.35475e-05
3 20 6399 6.23282e-05
4 30 6398 3.35696e-05
5 40 6397 3.67292e-06
6 50 6396 -2.21666e-05
7 60 6395 -4.05315e-05
8 70 6394 -4.97502e-05
9 80 6393 -4.96816e-05
10 90 6392 -4.14745e-05
11 100 6391 -2.73204e-05
12 110 6390 -1.01622e-05
13 120 6389 6.68651e-06
14 130 6388 2.00627e-05
15 140 6387 2.76577e-05
16 150 6386 2.87509e-05
17 160 6385 2.4519e-05
18 170 6384 1.7492e-05
19 180 6383 1.03951e-05
20 190 6382 5.17072e-06
21 200 6381 2.63554e-06
22 210 6380 2.6033e-06
23 220 6379 4.19459e-06
24 230 6378 6.24839e-06
25 240 6377 7.76574e-06
26 250 6376 8.19384e-06
27 260 6375 7.41031e-06
28 270 6374 5.51281e-06
29 280 6373 2.66939e-06
30 290 6372 -8.26091e-07
31 300 6371 -4.41013e-06
32 310 6370 -7.26437e-06
33 320 6369 -8.58328e-06
34 330 6368 -7.94499e-06
35 340 6367 -5.52659e-06
36 350 6366 -2.02532e-06
37 360 6365 1.66031e-06
38 370 6364 4.7878e-06
39 380 6363 6.9629e-06
40 390 6362 8.11891e-06
41 400 6361 8.35164e-06
42 410 6360 7.75942e-06
43 420 6359 6.41169e-06
44 430 6358 4.41932e-06
45 440 6357 2.01076e-06
46 450 6356 -4.37538e-07
47 460 6355 -2.45033e-06
48 470 6354 -3.59873e-06
49 480 6353 -3.66302e-06
50 490 6352 -2.70383e-06
51 500 6351 -1.01261e-06
52 510 6350 1.00626e-06
53 520 6349 2.94912e-06
54 530 6348 4.48691e-06
55 540 6347 5.38861e-06
56 550 6346 5.51849e-06
57 560 6345 4.85327e-06
58 570 6344 3.51249e-06
59 580 6343 1.75473e-06
60 590 6342 -6.49612e-08
61 600 6341 -1.55933e-06
62 610 6340 -2.38805e-06
63 620 6339 -2.34923e-06
64 630 6338 -1.4538e-06
65 640 6337 6.92296e-08
66 650 6336 1.85369e-06
67 660 6335 3.51146e-06
68 670 6334 4.71532e-06
69 680 6333 5.22893e-06
70 690 6332 4.91569e-06
71 700 6331 3.76799e-06
72 710 6330 1.95576e-06
73 720 6329 -1.64582e-07
74 730 6328 -2.12824e-06
75 740 6327 -3.49817e-06
76 750 6326 -3.98468e-06
77 760 6325 -3.49944e-06
78 770 6324 -2.15315e-06
79 780 6323 -2.11157e-07
80 790 6322 1.96792e-06
81 800 6321 3.98593e-06
82 810 6320 5.47637e-06
83 820 6319 6.2123e-06
84 830 6318 6.17814e-06
85 840 6317 5.52523e-06
86 850 6316 4.45521e-06
87 860 6315 3.14595e-06
88 870 6314 1.77083e-06
89 880 6313 5.29829e-07
90 890 6312 -3.91329e-07
91 900 6311 -9.00167e-07
92 910 6310 -1.03078e-06
93 920 6309 -9.09204e-07
94 930 6308 -6.77056e-07
95 940 6307 -4.22247e-07
96 950 6306 -1.53392e-07
97 960 6305 1.91048e-07
98 970 6304 6.96451e-07
99 980 6303 1.39932e-06
100 990 6302 2.24663e-06
65000 100
1 0 6501 9.04268e-05
2 10 6500 8.26296e-05
3 20 6499 6.16457e-05
4 30 6498 3.32131e-05
5 40 6497 3.66357e-06
6 50 6496 -2.18714e-05
7 60 6495 -4.00198e-05
8 70 6494 -4.91323e-05
9 80 6493 -4.90703e-05
10 90 6492 -4.09671e-05
11 100 6491 -2.69854e-05
12 110 6490 -1.00319e-05
13 120 6489 6.61734e-06
14 130 6488 1.98348e-05
15 140 6487 2.73362e-05
16 150 6486 2.84064e-05
17 160 6485 2.42094e-05
18 170 6484 1.72522e-05
19 180 6483 1.02347e-05
20 190 6482 5.07739e-06
21 200 6481 2.58567e-06
22 210 6480 2.57584e-06
23 220 6479 4.17643e-06
24 230 6478 6.23079e-06
25 240 6477 7.74113e-06
26 250 6476 8.15764e-06
27 260 6475 7.36405e-06
28 270 6474 5.46387e-06
29 280 6473 2.62717e-06
30 290 6472 -8.55071e-07
31 300 6471 -4.4272e-06
32 310 6470 -7.27786e-06
33 320 6469 -8.60051e-06
34 330 6468 -7.96593e-06
35 340 6467 -5.5485e-06
36 350 6466 -2.05209e-06
37 360 6465 1.61834e-06
38 370 6464 4.72311e-06
39 380 6463 6.87549e-06
40 390 6462 8.01388e-06
41 400 6461 8.23891e-06
42 410 6460 7.65481e-06
43 420 6459 6.33028e-06
44 430 6458 4.36536e-06
45 440 6457 1.97903e-06
46 450 6456 -4.50545e-07
47 460 6455 -2.44216e-06
48 470 6454 -3.56615e-06
49 480 6453 -3.60853e-06
50 490 6452 -2.63975e-06
51 500 6451 -9.62689e-07
52 510 6450 1.01137e-06
53 520 6449 2.88341e-06
54 530 6448 4.34023e-06
55 540 6447 5.17266e-06
56 550 6446 5.26573e-06
57 560 6445 4.60831e-06
58 570 6444 3.31757e-06
59 580 6443 1.63707e-06
60 590 6442 -9.67009e-08
61 600 6441 -1.51008e-06
62 610 6440 -2.27031e-06
63 620 6439 -2.18247e-06
64 630 6438 -1.26417e-06
65 640 6437 2.53575e-07
66 650 6436 2.00607e-06
67 660 6435 3.60603e-06
68 670 6434 4.73174e-06
69 680 6433 5.1658e-06
70 690 6432 4.79692e-06
71 700 6431 3.6312e-06
72 710 6430 1.83375e-06
73 720 6429 -2.53053e-07
74 730 6428 -2.17932e-06
75 740 6427 -3.52023e-06
76 750 6426 -3.98982e-06
77 760 6425 -3.49542e-06
78 770 6424 -2.14352e-06
79 780 6423 -2.0063e-07
80 790 6422 1.9705e-06
81 800 6421 3.97321e-06
82 810 6420 5.45088e-06
83 820 6419 6.1857e-06
84 830 6418 6.16567e-06
85 840 6417 5.54145e-06
86 850 6416 4.50374e-06
87 860 6415 3.21058e-06
88 870 6414 1.82066e-06
89 880 6413 5.36757e-07
90 890 6412 -4.37786e-07
91 900 6411 -9.89081e-07
92 910 6410 -1.13436e-06
93 920 6409 -9.95389e-07
94 930 6408 -7.27456e-07
95 940 6407 -4.40594e-07
96 950 6406 -1.54737e-07
97 960 6405 1.96806e-07
98 970 6404 7.08096e-07
99 980 6403 1.41721e-06
100 990 6402 2.2679e-06
66000 100
1 0 6601 9.00141e-05
2 10 6600 8.2268e-05
3 20 6599 6.14438e-05
4 30 6598 3.32391e-05
5 40 6597 3.93425e-06
6 50 6596 -2.13916e-05
7 60 6595 -3.94074e-05
8 70 6594 -4.84861e-05
9 80 6593 -4.84913e-05
10 90 6592 -4.05376e-05
11 100 6591 -2.67507e-05
12 110 6590 -9.99094e-06
13 120 6589 6.50921e-06
14 130 6588 1.9651e-05
15 140 6587 2.71561e-05
16 150 6586 2.82923e-05
17 160 6585 2.41924e-05
18 170 6584 1.73313e-05
19 180 6583 1.03818e-05
20 190 6582 5.24737e-06
21 200 6581 2.73122e-06
22 210 6580 2.65991e-06
23 220 6579 4.18071e-06
24 230 6578 6.16158e-06
25 240 6577 7.62876e-06
26 250 6576 8.04454e-06
27 260 6575 7.29081e-06
28 270 6574 5.46375e-06
29 280 6573 2.7244e-06
30 290 6572 -6.51212e-07
31 300 6571 -4.13161e-06
32 310 6570 -6.93059e-06
33 320 6569 -8.25817e-06
34 330 6568 -7.68777e-06
35 340 6567 -5.38171e-06
36 350 6566 -2.02077e-06
37 360 6565 1.51667e-06
38 370 6564 4.51267e-06
39 380 6563 6.59324e-06
40 390 6562 7.70064e-06
41 400 6561 7.93417e-06
42 410 6560 7.39693e-06
43 420 6559 6.15437e-06
44 430 6558 4.29716e-06
45 440 6557 2.0295e-06
46 450 6556 -2.86892e-07
47 460 6555 -2.18761e-06
48 470 6554 -3.26096e-06
49 480 6553 -3.30389e-06
50 490 6552 -2.38414e-06
51 500 6551 -7.91071e-07
52 510 6550 1.08172e-06
53 520 6549 2.85352e-06
54 530 6548 4.2279e-06
55 540 6547 5.00564e-06
56 550 6546 5.07219e-06
57 560 6545 4.4108e-06
58 570 6544 3.13483e-06
59 580 6543 1.49016e-06
60 590 6542 -1.81778e-07
61 600 6541 -1.50867e-06
62 610 6540 -2.17103e-06
63 620 6539 -1.99866e-06
64 630 6538 -1.03428e-06
65 640 6537 4.77271e-07
66 650 6536 2.17413e-06
67 660 6535 3.68825e-06
68 670 6534 4.72484e-06
69 680 6533 5.0863e-06
70 690 6532 4.66536e-06
71 700 6531 3.46416e-06
72 710 6530 1.64996e-06
73 720 6529 -4.24602e-07
74 730 6528 -2.30144e-06
75 740 6527 -3.55782e-06
76 750 6526 -3.92235e-06
77 760 6525 -3.32553e-06
78 770 6524 -1.89761e-06
79 780 6523 7.74623e-08
80 790 6522 2.23371e-06
81 800 6521 4.18786e-06
82 810 6520 5.60176e-06
83 820 6519 6.27106e-06
84 830 6518 6.18995e-06
85 840 6517 5.51053e-06
86 850 6516 4.42341e-06
87 860 6515 3.08785e-06
88 870 6514 1.66758e-06
89 880 6513 3.70959e-07
90 890 6512 -5.97537e-07
91 900 6511 -1.12897e-06
92 910 6510 -1.25047e-06
93 920 6509 -1.09206e-06
94 930 6508 -8.09136e-07
95 940 6507 -5.08461e-07
96 950 6506 -2.08727e-07
97 960 6505 1.55731e-07
98 970 6504 6.77576e-07
99 980 6503 1.39401e-06
100 990 6502 2.24613e-06
67000 100
1 0 6701 8.98409e-05
2 10 6700 8.20948e-05
3 20 6699 6.12698e-05
4 30 6698 3.30884e-05
5 40 6697 3.83489e-06
6 50 6696 -2.14326e-05
7 60 6695 -3.94156e-05
8 70 6694 -4.85106e-05
9 80 6693 -4.85811e-05
10 90 6692 -4.07137e-05
11 100 6691 -2.69877e-05
12 110 6690 -1.02221e-05
13 120 6689 6.36219e-06
14 130 6688 1.96384e-05
15 140 6687 2.72742e-05
16 150 6686 2.84871e-05
17 160 6685 2.43891e-05
18 170 6684 1.74651e-05
19 180 6683 1.04123e-05
20 190 6682 5.15712e-06
21 200 6681 2.51741e-06
22 210 6680 2.33049e-06
23 220 6679 3.75511e-06
24 230 6678 5.67588e-06
25 240 6677 7.14412e-06
26 250 6676 7.65134e-06
27 260 6675 7.09151e-06
28 270 6674 5.53205e-06
29 280 6673 3.06659e-06
30 290 6672 -1.0287e-07
31 300 6671 -3.48834e-06
32 310 6670 -6.30762e-06
33 320 6669 -7.74887e-06
34 330 6668 -7.35708e-06
35 340 6667 -5.26993e-06
36 350 6666 -2.14612e-06
37 360 6665 1.15942e-06
38 370 6664 3.95351e-06
39 380 6663 5.88534e-06
40 390 6662 6.91981e-06
41 400 6661 7.17936e-06
42 410 6660 6.77782e-06
43 420 6659 5.76399e-06
44 430 6658 4.18432e-06
45 440 6657 2.19101e-06
46 450 6656 1.0501e-07
47 460 6655 -1.63223e-06
48 470 6654 -2.61479e-06
49 480 6653 -2.63997e-06
50 490 6652 -1.77686e-06
51 500 6651 -3.12731e-07
52 510 6650 1.3692e-06
53 520 6649 2.90755e-06
54 530 6648 4.03375e-06
55 540 6647 4.58935e-06
56 550 6646 4.51154e-06
57 560 6645 3.82602e-06
58 570 6644 2.65106e-06
59 580 6643 1.19474e-06
60 590 6642 -2.59412e-07
61 600 6641 -1.39092e-06
62 610 6640 -1.91412e-06
63 620 6639 -1.67232e-06
64 630 6638 -7.07636e-07
65 640 6637 7.40296e-07
66 650 6636 2.31617e-06
67 660 6635 3.66396e-06
68 670 6634 4.51132e-06
69 680 6633 4.69402e-06
70 690 6632 4.1456e-06
71 700 6631 2.90596e-06
72 710 6630 1.16201e-06
73 720 6629 -7.425e-07
74 730 6628 -2.38444e-06
75 740 6627 -3.389e-06
76 750 6626 -3.53085e-06
77 760 6625 -2.77678e-06
78 770 6624 -1.2803e-06
79 780 6623 6.71271e-07
80 790 6622 2.72562e-06
81 800 6621 4.51914e-06
82 810 6620 5.7335e-06
83 820 6619 6.17989e-06
84 830 6618 5.86825e-06
85 840 6617 4.97896e-06
86 850 6616 3.74542e-06
87 860 6615 2.36422e-06
88 870 6614 1.00575e-06
89 880 6613 -1.44902e-07
90 890 6612 -9.20092e-07
91 900 6611 -1.24874e-06
92 910 6610 -1.18762e-06
93 920 6609 -8.82166e-07
94 930 6608 -4.89347e-07
95 940 6607 -1.11402e-07
96 950 6606 2.31763e-07
97 960 6605 5.94611e-07
98 970 6604 1.05515e-06
99 980 6603 1.64482e-06
100 990 6602 2.32071e-06
68000 100
1 0 6801 9.07709e-05
2 10 6800 8.29003e-05
3 20 6799 6.18147e-05
4 30 6798 3.32901e-05
5 40 6797 3.67801e-06
6 50 6796 -2.19003e-05
7 60 6795 -4.00968e-05
8 70 6794 -4.92832e-05
9 80 6793 -4.93249e-05
10 90 6792 -4.13352e-05
11 100 6791 -2.74298e-05
12 110 6790 -1.04572e-05
13 120 6789 6.33512e-06
14 130 6788 1.97884e-05
15 140 6787 2.75351e-05
16 150 6786 2.87685e-05
17 160 6785 2.46011e-05
18 170 6784 1.75462e-05
19 180 6783 1.03476e-05
20 190 6782 4.98236e-06
21 200 6781 2.30854e-06
22 210 6780 2.17726e-06
23 220 6779 3.72963e-06
24 230 6778 5.80172e-06
25 240 6777 7.38197e-06
26 250 6776 7.92238e-06
27 260 6775 7.31103e-06
28 270 6774 5.62974e-06
29 280 6773 3.00396e-06
30 290 6772 -3.26708e-07
31 300 6771 -3.848e-06
32 310 6770 -6.7604e-06
33 320 6769 -8.23343e-06
34 330 6768 -7.79006e-06
35 340 6767 -5.55235e-06
36 350 6766 -2.18877e-06
37 360 6765 1.39262e-06
38 370 6764 4.41182e-06
39 380 6763 6.44168e-06
40 390 6762 7.41417e-06
41 400 6761 7.47185e-06
42 410 6760 6.79497e-06
43 420 6759 5.51513e-06
44 430 6758 3.74566e-06
45 440 6757 1.66334e-06
46 450 6756 -4.21837e-07
47 460 6755 -2.08326e-06
48 470 6754 -2.92747e-06
49 480 6753 -2.76841e-06
50 490 6752 -1.69902e-06
51 500 6751 -3.8414e-08
52 510 6750 1.79198e-06
53 520 6749 3.39324e-06
54 530 6748 4.47386e-06
55 540 6747 4.88199e-06
56 550 6746 4.59242e-06
57 560 6745 3.69124e-06
58 570 6744 2.36041e-06
59 580 6743 8.43877e-07
60 590 6742 -5.80556e-07
61 600 6741 -1.62752e-06
62 610 6740 -2.056e-06
63 620 6739 -1.74917e-06
64 630 6738 -7.75942e-07
65 640 6737 6.27992e-07
66 650 6736 2.14324e-06
67 660 6735 3.4482e-06
68 670 6734 4.28417e-06
69 680 6733 4.49114e-06
70 690 6732 4.01253e-06
71 700 6731 2.90008e-06
72 710 6730 1.33862e-06
73 720 6729 -3.56207e-07
74 730 6728 -1.80815e-06
75 740 6727 -2.69765e-06
76 750 6726 -2.85216e-06
77 760 6725 -2.2657e-06
78 770 6724 -1.07917e-06
79 780 6723 4.70942e-07
80 790 6722 2.11906e-06
81 800 6721 3.60325e-06
82 810 6720 4.67752e-06
83 820 6719 5.17634e-06
84 830 6718 5.09128e-06
85 840 6717 4.55457e-06
86 850 6716 3.7387e-06
87 860 6715 2.77677e-06
88 870 6714 1.77285e-06
89 880 6713 8.51432e-07
90 890 6712 1.35286e-07
91 900 6711 -3.28072e-07
92 910 6710 -5.81157e-07
93 920 6709 -7.11274e-07
94 930 6708 -7.87384e-07
95 940 6707 -8.11378e-07
96 950 6706 -7.12394e-07
97 960 6705 -3.83691e-07
98 970 6704 2.51641e-07
99 980 6703 1.17249e-06
100 990 6702 2.25328e-06
69000 100
1 0 6901 9.06356e-05
2 10 6900 8.27981e-05
3 20 6899 6.17228e-05
4 30 6898 3.31947e-05
5 40 6897 3.57807e-06
6 50 6896 -2.19978e-05
7 60 6895 -4.01874e-05
8 70 6894 -4.93718e-05
9 80 6893 -4.94216e-05
10 90 6892 -4.14359e-05
11 100 6891 -2.7506e-05
12 110 6890 -1.0472e-05
13 120 6889 6.40386e-06
14 130 6888 1.9933e-05
15 140 6887 2.77147e-05
16 150 6886 2.89201e-05
17 160 6885 2.46645e-05
18 170 6884 1.74889e-05
